idpregunta;traffictest;fotoRouteComplete;textopregunta;vecesHecha;mediaFallada;vecesHechaExperimento;mediaFalladaExperimento;respuesta1;respuesta2;respuesta3;respuesta4;respuestaCorrecta;idTema;temaDenominacion;idSubtema;subtemaDenominacion;descatalogada;idRespuesta1;idRespuesta2;idRespuesta3;idRespuesta4;idRespuestaCorrecta;enableForContent;enableForTestLesson;enableForTestExam;enableForTestKiller;enableForTestReview
68226;825406;Iveralso/6825.jpeg;"Tras la exposición prolongada de un vehículo a altas temperaturas y al calor, ¿es conveniente revisar si sus faros y pilotos han sufrido algún deterioro?";9803;6,88;9283;6,85;"Sí, para comprobar de forma visual su estado y capacidad de iluminación.";"No, ya que el acabado de los faros está hecho de un material que soporta todo tipo de factores sin deteriorarse.";"Sí, salvo en los vehículos de poca antigüedad.";;"Sí, para comprobar de forma visual su estado y capacidad de iluminación.";3204;"16 Luces";20639;"Luces adaptativas";No;230974;230975;230976;;230974;No;Si;Si;No;No
68227;825432;Iveralso/6335.jpg;"Circular con las ventanillas bajadas, ¿modifica la aerodinámica del vehículo?";9310;11,86;8799;11,76;"Sí, reduciéndose el consumo de combustible si se circula a velocidad elevada.";"No, por lo que no influye en el consumo de combustible.";"Sí, incrementándose el consumo de combustible si se circula a velocidad elevada.";;"Sí, incrementándose el consumo de combustible si se circula a velocidad elevada.";3207;"14 Mecánica";20652;"Ahorro de Combustible.";No;230977;230978;230979;;230979;No;Si;Si;No;No
68229;825484;Iveralso/5105.jpg;"Esta señal, ¿puede indicar el principio de un paso inferior?";11786;14,66;11142;14,72;"No, indica únicamente el principio de un túnel.";"No, indica el final de un túnel o paso inferior.";"Sí, y también el principio de un túnel o de un tramo equiparado a túnel.";;"Sí, y también el principio de un túnel o de un tramo equiparado a túnel.";3195;"08 Señales de Obligación e Indicación";20469;"indicacion intervalo velocidad";No;230983;230984;230985;;230985;No;Si;Si;No;No
68230;825519;Iveralso/6826.jpeg;"De los siguientes, ¿cuál es un síntoma característico de la aparición de la fatiga durante la conducción?";9317;20,42;8843;20,33;"Se distingue mejor la información relevante de la irrelevante.";"La disminución en el número de correcciones de la dirección.";"El incremento de la agudeza visual.";;"La disminución en el número de correcciones de la dirección.";3206;"17 Tiempo y Distancia de Reacción y Factores Que Intervienen";20593;"La Fatiga.";No;230986;230987;230988;;230987;Si;Si;Si;No;No
68231;825538;Iveralso/6303.jpg;"¿En qué situación suelen tener menos accidentes las personas mayores como peatones?";8764;10,16;8297;9,96;"Cuando van acompañando a niños y son responsables de ellos.";"Cuando van solas.";"Cuando van distraídas hablando con otra persona mayor.";;"Cuando van acompañando a niños y son responsables de ellos.";3202;"18 Factores Humano, Vía, Vehículo";20611;"Los Niños y los Ancianos.";No;230989;230990;230991;;230989;No;Si;Si;No;No
68232;825664;Iveralso/5971.jpg;"En esta vía de dos carriles en el mismo sentido, al vehículo de la imagen, como norma general, ¿le está permitido mantenerse en el carril de la izquierda una vez finalizado el adelantamiento?";10976;17,23;10371;17,21;"Sí, porque la vía no está saturada.";"No, debe circular por el carril de la derecha.";"Solo si no entorpece la marcha de otros vehículos.";;"No, debe circular por el carril de la derecha.";3199;"06 Uso de la via y Adelantamientos";20520;"Adelantamiento en Vías de Sentido Único.";No;230992;230993;230994;;230993;Si;Si;Si;No;No
68235;825776;Iveralso/5737.jpg;"A un turismo, ¿le está permitido circular si tiene roto el espejo retrovisor exterior izquierdo?";9543;13,09;9039;13,02;"Sí, porque el retrovisor exterior izquierdo no es obligatorio.";"No, cuando el conductor no pueda ver la circulación por detrás del vehículo.";"Solo si el vehículo tiene espejo retrovisor interior.";;"No, cuando el conductor no pueda ver la circulación por detrás del vehículo.";3197;"13 Personas y Mercancias Transportadas";20629;"Angulo Muerto";No;231001;231002;231003;;231002;No;Si;Si;No;No
68236;825874;Iveralso/3920.jpg;"En una intersección con esta señal, ¿está permitido cambiar el sentido de la marcha?";12901;25,97;12247;25,95;Sí.;No.;;;No.;3195;"08 Señales de Obligación e Indicación";20792;"Unicas direcciones permitidas";No;231004;231005;;;231005;Si;Si;Si;No;No
68237;825896;Iveralso/3944.jpg;"La monotonía y disminución de la atención, es un factor de peligro, que suele presentarse con mayor frecuencia, cuando se circula por...";9124;15,56;8662;15,51;"autopista y autovía.";"carreteras convencionales.";"vías urbanas y travesías.";;"autopista y autovía.";3202;"18 Factores Humano, Vía, Vehículo";20540;"El Factor Humano en los Accidentes.";No;231006;231007;231008;;231006;No;Si;Si;No;No
68239;825908;Iveralso/2070.jpg;"¿Qué indica esta señal?";11707;14,14;11123;14,16;"La longitud en la que existe el peligro.";"Que a 4,25 kilómetros hay un peligro.";"La distancia que falta para llegar a un stop.";;"La longitud en la que existe el peligro.";3193;"07 Señales de Peligro y Prohibición";20753;"Panel de Longitud del Peligro Señalizado.";No;231012;231013;231014;;231012;No;Si;Si;No;No
68240;825917;Iveralso/6870.jpeg;"La señal indica la existencia de peligro por...";700;4,14;653;4,13;"la proximidad de una zona donde la circulación se realiza en los dos sentidos.";"circulación en el mismo sentido.";"estrechamiento de calzada.";;"la proximidad de una zona donde la circulación se realiza en los dos sentidos.";3193;"07 Señales de Peligro y Prohibición";20695;"escalon lateral";No;231015;231016;231017;;231015;No;No;No;No;Si
68242;825949;Iveralso/6730.jpeg;"Para realizar una conducción eficiente y reducir el consumo de combustible, ¿dónde se debe colocar la carga en un turismo siempre que sea posible?";3376;5,68;2898;5,34;"En los asientos traseros.";"En la baca o en un cofre portaequipajes.";"En el maletero.";;"En el maletero.";3197;"13 Personas y Mercancias Transportadas";20565;"La Carga en los Turismos.";No;231021;231022;231023;;231023;No;No;No;No;Si
68243;826005;Iveralso/6918.jpeg;"Es de noche, circula por un tramo recto y no existen condiciones meteorológicas o ambientales que disminuyan la visibilidad. ¿Puede encender las luces antiniebla delanteras?";10252;15,44;9738;15,69;No.;Sí.;"Sólo para hacer señales a otros conductores.";;No.;3204;"16 Luces";20573;"Antinieblas 19";No;231024;231025;231026;;231024;No;Si;Si;No;No
68244;826030;Iveralso/6780.jpeg;"En general, un conductor que se encuentra bajo los efectos del alcohol...";696;0,86;650;0,92;"suele tener un comportamiento agresivo e imprudente.";"suele tener un comportamiento cortes y respetuoso con las normas.";"es menos sensible a los cambios de luz y a los deslumbramientos.";;"suele tener un comportamiento agresivo e imprudente.";3206;"17 Tiempo y Distancia de Reacción y Factores Que Intervienen";20599;"Efectos del Alcohol y Controles de Alcoholemia.";No;231027;231028;231029;;231027;No;No;No;No;Si
68245;826071;Iveralso/6357.jpg;"Si aún no ha salido el sol pero existe buena visibilidad, ¿qué alumbrado debe utilizar si circula por una vía interurbana?";10245;15,39;9745;15,43;Ninguno.;"El alumbrado de posición, únicamente.";"El alumbrado de posición y el de corto alcance.";;"El alumbrado de posición y el de corto alcance.";3204;"16 Luces";20575;"Luz de Posición, Cruce y Largo Alcance.";No;231030;231031;231032;;231032;No;Si;Si;No;No
68247;826093;Iveralso/2313.jpg;"Con hielo o nieve, es aconsejable circular...";9897;25,22;9391;25,02;"frenando a fondo en las curvas.";"utilizando la relación de marchas más baja posible.";"utilizando la relación de marchas más alta posible.";;"utilizando la relación de marchas más alta posible.";3202;"18 Factores Humano, Vía, Vehículo";20623;"El Hielo y Nieve.";No;231036;231037;231038;;231038;Si;Si;Si;No;No
68250;826136;Iveralso/4136.jpg;"El exceso de velocidad, ¿afecta a nuestra capacidad de anticipación?";8980;15,52;8493;15,16;"No, sólo afecta a nuestra capacidad de reacción.";"Sí, disminuyéndola.";"Sí, aumentándola.";;"Sí, disminuyéndola.";3206;"17 Tiempo y Distancia de Reacción y Factores Que Intervienen";20596;"Capacidad de Reacción.";No;231045;231046;231047;;231046;No;Si;Si;No;No
68252;826222;Iveralso/3941.jpg;"La luneta térmica de la ventanilla posterior del vehículo, ¿qué función tiene?";9226;8,71;8719;8,61;"Producir calor para el mejor confort de los pasajeros de los asientos traseros.";"Evitar la rotura de la luneta posterior que refuerzan los filamentos.";"Eliminar el hielo y el vaho que se pueden formar por circunstancias climatológicas adversas.";;"Eliminar el hielo y el vaho que se pueden formar por circunstancias climatológicas adversas.";3207;"14 Mecánica";20718;"La Luneta Térmica.";No;231051;231052;231053;;231053;No;Si;Si;No;No
68254;826308;Iveralso/3979.jpg;"Para atender a un accidentado de tráfico se debe...";668;1,19;622;0,96;"administrar lo más rápido posible un calmante.";"hacer que se mueva para comprobar si tiene alguna herida.";"evitar movimientos del cuello y la columna vertebral.";;"evitar movimientos del cuello y la columna vertebral.";3205;"12 Primeros Auxilios";20610;"Primeros Auxilios y Traslado al Hospital.";No;231057;231058;231059;;231059;No;No;No;No;Si
68257;826328;Iveralso/3987.jpg;"Para realizar una conducción económica se recomienda en los motores de gasolina realizar los cambios de marcha...";9859;18,61;9332;18,49;"entre 1.500 rpm. a 2.000 revoluciones por minuto.";"entre 3.000 rpm. a 3.500 revoluciones por minuto.";"entre 2.000 rpm. a 2.500 revoluciones por minuto.";;"entre 2.000 rpm. a 2.500 revoluciones por minuto.";3207;"14 Mecánica";20642;"Aceite, Líquido Refrigerante y Las Marchas.";No;231066;231067;231068;;231068;Si;Si;Si;No;No
68259;826344;Iveralso/4022.jpg;"Si va a realizar un viaje, ¿es importante elegir la hora de salida?";8802;10,09;8363;10,03;"Sí, entre otras razones para evitar que el sol deslumbre.";"No, no es necesario.";"Sí, con el fin de realizar el viaje sin tener que hacer descansos.";;"Sí, entre otras razones para evitar que el sol deslumbre.";3202;"18 Factores Humano, Vía, Vehículo";20644;"La Lluvia,  Aquaplaning y hojas en la calzada.";No;231072;231073;231074;;231072;No;Si;Si;No;No
68260;826348;Iveralso/4021.jpg;"Si va a estacionar un turismo en llano y el conductor se aleja,  entre otras medidas, debe…";12173;16,95;11524;16,88;"tomar las precauciones necesarias para impedir su uso sin autorización.";"colocar calzos o bien apoyar las ruedas en la acera.";"colocar siempre en la caja de cambios la posición de estacionamiento.";;"tomar las precauciones necesarias para impedir su uso sin autorización.";3201;"05 Inmovilizaciones";20569;"Antes de Bajarnos del Coche.";No;231075;231076;231077;;231075;Si;Si;Si;No;No
68263;826397;Iveralso/4013.jpg;"Si se modifica la aerodinámica del vehículo añadiendo elementos para hacerlo más atractivo...";658;1,82;613;1,95;"afectará considerablemente al consumo del carburante.";"será más seguro.";"será más ligero.";;"afectará considerablemente al consumo del carburante.";3207;"14 Mecánica";20652;"Ahorro de Combustible.";No;231084;231085;231086;;231084;No;No;No;No;Si
68265;826433;Iveralso/4332.jpg;"¿Qué le indica la señal en esta vía de sentido único?";11671;12,56;11025;12,53;"Que está prohibida la parada y el estacionamiento en el lado derecho de la calzada.";"Que está prohibida la parada en el lado derecho de la calzada.";"Que está prohibida la parada y el estacionamiento en ambos lados de la calzada.";;"Que está prohibida la parada y el estacionamiento en el lado derecho de la calzada.";3193;"07 Señales de Peligro y Prohibición";20455;"Prohibido estacionar";No;231090;231091;231092;;231090;No;Si;Si;No;No
68266;826457;Iveralso/6827.jpeg;"El titular de un vehículo, ¿está obligado a notificar su venta en la Jefatura de Tráfico correspondiente?";10324;6,57;10195;6,55;"No, la obligación corresponde al comprador.";"Sí, en el plazo 10 días.";"Sí, pero sólo de los turismos y las motocicletas, en el plazo de 10 días.";;"Sí, en el plazo 10 días.";3198;"11 Permisos de Conducir";20713;"Permiso de Circulación.";No;231093;231094;231095;;231094;No;Si;Si;No;No
68267;826458;Iveralso/4031.jpg;"Un conductor novel está obligado a llevar una placa de color verde con una L en blanco en su interior, ¿qué dimensiones debe tener esta placa?";1869;4,33;1825;4,32;"19,50 centímetros de alto por 15 centímetros de ancho.";"25 centímetros de ancho por 30 centímetros de alto.";"50 centímetros por 50 centímetros.";;"19,50 centímetros de alto por 15 centímetros de ancho.";3198;"11 Permisos de Conducir";20509;"Conductor novel";No;231096;231097;231098;;231096;No;No;No;No;Si
68268;826464;Iveralso/3204.jpg;"Esta señal ...";12298;21,50;11669;21,52;"indica que no se puede estacionar ni parar en el lado de la calzada donde se encuentra la señal.";"indica que no se puede estacionar en el lado de la calzada donde se encuentra la señal.";"indica que el estacionamiento tiene duración limitada, y se debe indicar la hora de inicio del estacionamiento.";;"indica que el estacionamiento tiene duración limitada, y se debe indicar la hora de inicio del estacionamiento.";3193;"07 Señales de Peligro y Prohibición";20442;"Prohibido estacionar en Vado";No;231099;231100;231101;;231101;Si;Si;Si;No;No
68269;826469;Iveralso/4962.jpg;"¿Qué indica la señal?";11860;14,39;11243;14,22;"Cambio de sentido a distinto nivel a 300 metros.";"Cambio de sentido al mismo nivel a 300 metros.";"Cambio de dirección al mismo nivel a 300 metros.";;"Cambio de sentido al mismo nivel a 300 metros.";3195;"08 Señales de Obligación e Indicación";20467;"Señales de Indicación 2.";No;231102;231103;231104;;231103;No;Si;Si;No;No
68270;826471;Iveralso/4199.jpg;"Las letras P y N pintadas en la calzada, una a cada lado de un aspa, ¿qué indican?";13630;15,52;12900;15,25;"La proximidad de un paso a nivel con o sin barreras.";"Peligro por la proximidad de un paso a nivel con barreras.";"Peligro por la proximidad de un paso a nivel sin barreras.";;"La proximidad de un paso a nivel con o sin barreras.";3192;"03 Marcas Viales";20812;"Marcas de Obras y de Paso a Nivel.";No;231105;231106;231107;;231105;No;Si;Si;No;No
68271;826484;Iveralso/3918.jpg;"En una carretera de tres carriles de circulación y doble sentido, ¿para qué se utiliza el carril central?";12955;9,21;12272;9,15;"Como un carril de sentido contrario a la circulación.";"Para  realizar adelantamientos y giros a la izquierda.";"Para la circulación en cualquier sentido.";;"Para  realizar adelantamientos y giros a la izquierda.";3200;"04 Cambios de direccion, de sentido y marcha atrás";20546;"giro izquierda con vehiculos";No;231108;231109;231110;;231109;No;Si;Si;No;No
68273;826489;Iveralso/2862.jpg;"Si a través del espejo retrovisor observa al vehículo policial que se ve en la fotografía, ¿qué debe hacer?";685;0,29;637;0,31;"Detener el vehículo inmediatamente.";"Aumentar la velocidad, ya que me está indicando que voy despacio.";"Detener el vehículo en el lado derecho, delante del coche policial, sin provocar riesgos a los demás usuarios.";;"Detener el vehículo en el lado derecho, delante del coche policial, sin provocar riesgos a los demás usuarios.";3190;"02 Señalizacion";20406;"Coche policia";No;231114;231115;231116;;231116;No;No;No;No;Si
68275;826519;Iveralso/6029.jpg;"Esta señal...";662;0,75;626;0,79;"obliga a desviarse a la derecha.";"informa de que el carril de la derecha se desvía hacia ese mismo lado.";"obliga a seguir de frente.";;"informa de que el carril de la derecha se desvía hacia ese mismo lado.";3195;"08 Señales de Obligación e Indicación";20470;"Carril en Función de la Velocidad Señalizada.";No;231120;231121;231122;;231121;No;No;No;No;Si
68276;826522;Iveralso/2209.jpg;"En caso de lluvia se debe circular con precaución porque...";8992;16,01;8494;15,75;"se reduce la distancia de frenado.";"se reduce la visibilidad.";"aumenta la adherencia de los neumáticos.";;"se reduce la visibilidad.";3202;"18 Factores Humano, Vía, Vehículo";20644;"La Lluvia,  Aquaplaning y hojas en la calzada.";No;231123;231124;231125;;231124;Si;Si;Si;No;No
68277;826537;Iveralso/2551.jpg;"Esta señal permite...";11726;12,88;11120;12,89;"realizar un cambio de dirección.";"realizar un cambio de sentido.";"realizar tanto un cambio de dirección como de sentido.";;"realizar tanto un cambio de dirección como de sentido.";3195;"08 Señales de Obligación e Indicación";26668;"Entrada vía para automóviles y fin de entrada";No;231126;231127;231128;;231128;No;Si;Si;No;No
68278;826544;Iveralso/1827.jpg;"¿Qué sistema reduce el riesgo de bloqueo de las ruedas en caso de frenazo brusco?";9553;15,78;9037;15,72;"El ABS.";"La tracción total.";"El servofreno.";;"El ABS.";3207;"14 Mecánica";20638;"Sistema ABS.";No;231129;231130;231131;;231129;No;Si;Si;No;No
68279;826547;Iveralso/2590.jpg;"¿Qué indica esta señal?";11293;9,30;10681;9,11;"Entrada prohibida a todos los vehículos, salvo ciclomotores.";"Entrada prohibida a toda clase de vehículos.";"Calle cortada.";;"Entrada prohibida a toda clase de vehículos.";3193;"07 Señales de Peligro y Prohibición";20703;"Otras Prohibiciones.";No;231132;231133;231134;;231133;No;Si;Si;No;No
68282;826725;Iveralso/6379.jpg;"Cuando exista nieve en la calzada, ¿cómo se debe circular por una pendiente ascendente?";9749;25,46;9252;25,14;"A velocidad elevada, porque si el vehículo se detiene será difícil reanudar la marcha.";"Lentamente y a velocidad sostenida para evitar que patinen las ruedas motrices.";"Con la relación de marchas más corta posible.";;"Lentamente y a velocidad sostenida para evitar que patinen las ruedas motrices.";3202;"18 Factores Humano, Vía, Vehículo";20623;"El Hielo y Nieve.";No;231141;231142;231143;;231142;Si;Si;Si;No;No
68283;826740;Iveralso/5545.jpg;"Si se encuentra detenido ante una señal de stop, ¿puede utilizar su teléfono móvil?";9388;21,23;8915;21,22;"No, de ninguna manera.";"Solo con un dispositivo de manos libres y sin utilizar cascos o auriculares.";"Sí, ya que el vehículo está detenido.";;"Solo con un dispositivo de manos libres y sin utilizar cascos o auriculares.";3202;"18 Factores Humano, Vía, Vehículo";20586;"El Teléfono Móvil.";No;231144;231145;231146;;231145;Si;Si;Si;No;No
68290;827029;Iveralso/6319.jpg;"La distancia de detención depende...";686;1,60;642;1,71;"del estado del conductor, de la vía y del vehículo.";"del estado de la vía, únicamente.";"del estado del vehículo, principalmente.";;"del estado del conductor, de la vía y del vehículo.";3206;"17 Tiempo y Distancia de Reacción y Factores Que Intervienen";20592;"Tiempo y Distancia completo";No;231165;231166;231167;;231165;No;No;No;No;Si
68292;827143;Iveralso/5547.jpg;"El calor afecta negativamente a sus capacidades para conducir con seguridad. Un conductor que se encuentra bajo sus efectos normalmente:";8698;11,07;8259;11,06;"Tarda más en reaccionar y es menos agresivo.";"Tarda menos en reaccionar y es más agresivo.";"Tarda más en reaccionar y es más agresivo.";;"Tarda más en reaccionar y es más agresivo.";3206;"17 Tiempo y Distancia de Reacción y Factores Que Intervienen";20592;"Tiempo y Distancia completo";No;231171;231172;231173;;231173;No;Si;Si;No;No
68293;827291;Iveralso/5372.jpg;"Para conducir un turismo con un remolque de menos de 750 Kg de M.M.A., ¿qué permiso, al menos, se necesita?";688;1,16;645;1,24;"El de la clase C1, al ser un remolque ligero.";"El de la clase BE.";"El de la clase B.";;"El de la clase B.";3198;"11 Permisos de Conducir";20581;"Tipos de Permisos de Conducción.";No;231174;231175;231176;;231176;No;No;No;No;Si
68294;827680;Iveralso/2939.jpg;"¿En qué tipo de trazados se produce un mayor número de accidentes de tráfico?";11355;16,76;10772;16,85;"En rectas con buena visibilidad.";"En curvas con mala visibilidad.";"En curvas con buena visibilidad.";;"En rectas con buena visibilidad.";3205;"12 Primeros Auxilios";20786;"Los furgones";No;231177;231178;231179;;231177;Si;Si;Si;No;No
68296;827980;Iveralso/6308.jpg;"Está prohibido parar...";12132;15,47;11479;15,48;"cerca de los pasos señalizados para peatones.";"en las zonas señalizadas para uso exclusivo de personas de movilidad reducida.";"delante de los vados señalizados correctamente.";;"en las zonas señalizadas para uso exclusivo de personas de movilidad reducida.";3201;"05 Inmovilizaciones";20534;"Lugares Donde esta prohibido Parar y Estacionar.";No;231183;231184;231185;;231184;No;Si;Si;No;No
68297;835564;Iveralso/6781.jpeg;"En caso de accidente con una motocicleta, el casco de protección...";11210;9,50;10593;9,40;"evita la rotura de los huesos de la clavícula.";"evita la abrasión de la cara o de la cabeza al arrastrarse por el pavimento.";"posibilita que la energía del impacto se concentre en una parte concreta de la cabeza.";;"evita la abrasión de la cara o de la cabeza al arrastrarse por el pavimento.";3203;"19 Motocicleta";20634;"Casco en Motos Cerradas.";No;231186;231187;231188;;231187;No;Si;Si;No;No
68299;835644;Iveralso/6373.jpg;"Al pasar por encima de un charco, ¿qué hay que hacer para secar los frenos y que no pierdan eficacia?";8568;7,77;8125;7,65;"Aumentar la velocidad para que se sequen más rápidamente.";"Pisar suavemente varias veces el pedal de freno.";"Circular en zig-zag con velocidades o marchas cortas.";;"Pisar suavemente varias veces el pedal de freno.";3202;"18 Factores Humano, Vía, Vehículo";20644;"La Lluvia,  Aquaplaning y hojas en la calzada.";No;231192;231193;231194;;231193;No;Si;Si;No;No
68300;835679;Iveralso/6259.jpg;"Los neumáticos deberán cambiarse siempre que...";688;1,88;641;2,02;"la profundidad del dibujo sea inferior a 1,6 milímetros.";"la profundidad del dibujo sea inferior a 2 milímetros.";"la profundidad del dibujo sea inferior a 3 milímetros.";;"la profundidad del dibujo sea inferior a 1,6 milímetros.";3207;"14 Mecánica";20637;"Los Neumáticos.";No;231195;231196;231197;;231195;No;No;No;No;Si
68301;835683;Iveralso/6054.jpg;"¿Por qué es aconsejable cambiar periódicamente el aceite lubricante?";10182;24,44;9638;24,38;"Porque el aceite con el tiempo se vuelve más viscoso y no fluye correctamente entre las piezas.";"Porque el aceite con el uso y pasado un tiempo pierde excesiva cantidad de volumen y hay que reponerlo.";"Porque, estando en buenas condiciones, mantiene el buen estado del motor más tiempo y el desgaste de las piezas es menor.";;"Porque, estando en buenas condiciones, mantiene el buen estado del motor más tiempo y el desgaste de las piezas es menor.";3207;"14 Mecánica";20829;"Sae 152-40";No;231198;231199;231200;;231200;Si;Si;Si;No;No
68302;835693;Iveralso/6326.jpg;"En general, si se conduce por una vía con un entorno monótono y hay poco tráfico, lo más normal es que...";8785;10,71;8344;10,66;"tarde más en aparecer la somnolencia.";"el conductor se distraiga con mayor facilidad.";"el conductor se mantenga más concentrado.";;"el conductor se distraiga con mayor facilidad.";3202;"18 Factores Humano, Vía, Vehículo";20540;"El Factor Humano en los Accidentes.";No;231201;231202;231203;;231202;No;Si;Si;No;No
68303;835783;Iveralso/6465.jpg;"¿Qué es aconsejable hacer para comprobar el correcto funcionamiento del cinturón de seguridad?";702;0,99;651;1,07;"Nada, no es necesario revisar el funcionamiento del cinturón de seguridad.";"Se deben revisar los anclajes y los cierres.";"Se deben aprovechar los cinturones y acelerar bruscamente el vehículo.";;"Se deben revisar los anclajes y los cierres.";3197;"13 Personas y Mercancias Transportadas";20636;"Posición en el Asiento y Cinturón de Seguridad.";No;231204;231205;231206;;231205;No;No;No;No;Si
68305;835841;Iveralso/6670.jpeg;"Entre los factores que favorecen la aparición de la fatiga en el conductor se encuentra:";8769;11,14;8299;11,18;"Conducir con hambre o con sueño.";"Circular por vías conocidas con un tráfico fluido.";"Conducir un vehículo con un motor silencioso o que emita muy poco ruido.";;"Conducir con hambre o con sueño.";3206;"17 Tiempo y Distancia de Reacción y Factores Que Intervienen";20593;"La Fatiga.";No;231210;231211;231212;;231210;No;Si;Si;No;No
68306;835847;Iveralso/6782.jpeg;"Siempre que sea posible. ¿Cómo debe inmovilizar un vehículo que se ha visto implicado en un accidente?";11013;11,80;10447;11,82;"Con unos calzos o cualquier elemento que sirva como tal.";"Cortando el contacto y echando el freno de mano.";"Desconectando los bornes de la batería.";;"Cortando el contacto y echando el freno de mano.";3205;"12 Primeros Auxilios";20606;"Protocolo ante Accidentes.";No;231213;231214;231215;;231214;No;Si;Si;No;No
68307;835940;Iveralso/6521.jpg;"En condiciones que disminuyen sensiblemente la visibilidad, como en caso de niebla, ¿está permitido encender solo el alumbrado de posición y el de cruce?";9935;11,82;9434;11,77;"Sí, si el vehículo no dispone de luz antiniebla delantera.";"No, es obligatorio encender la luz antiniebla delantera y la trasera para poder circular.";"Solo cuando se circule por vías urbanas.";;"Sí, si el vehículo no dispone de luz antiniebla delantera.";3204;"16 Luces";20573;"Antinieblas 19";No;231216;231217;231218;;231216;No;Si;Si;No;No
68308;835979;Iveralso/6016.jpg;"En caso de lluvia, ¿es aconsejable aumentar la distancia de seguridad con el vehículo que circula delante?";682;1,02;637;1,09;"No, porque la distancia de frenado disminuye.";"Sí, porque la distancia de frenado aumenta.";"Solo en vías rápidas, pero no en vías urbanas ni en carreteras convencionales.";;"Sí, porque la distancia de frenado aumenta.";3202;"18 Factores Humano, Vía, Vehículo";20644;"La Lluvia,  Aquaplaning y hojas en la calzada.";No;231219;231220;231221;;231220;No;No;No;No;Si
68310;836086;Iveralso/6671.jpeg;"El titular de esta carretera convencional ha fijado la velocidad máxima para determinados vehículos en 100 km/h. ¿A qué velocidad máxima puede circular un automóvil que arrastra un remolque?";11369;30,80;10793;30,80;"90 km/h.";"100 km/h.";"80 km/h.";;"80 km/h.";3196;"15 Velocidad";20511;"Via sin pavimentar";No;231225;231226;231227;;231227;Si;Si;Si;No;No
68312;836220;Iveralso/5970.jpg;"El turismo amarillo sale de una gasolinera para incorporarse a la circulación, en caso necesario, ¿cuándo tiene que ceder el paso?";10509;12,39;9954;12,17;"Siempre que se incorpore, ya sea por la derecha o por la izquierda.";"Cuando se incorpore por la izquierda.";"Cuando se incorpore por la derecha.";;"Siempre que se incorpore, ya sea por la derecha o por la izquierda.";3194;"10 Preferencias";20656;"Salida de un sitio particular";No;231231;231232;231233;;231231;No;Si;Si;No;No
68313;836397;Iveralso/6433.jpg;"La regulación adecuada de los reposacabezas disminuye la posibilidad de sufrir...";692;1,73;648;1,54;"el efecto submarino.";"fatiga o somnolencia.";"un latigazo cervical.";;"un latigazo cervical.";3197;"13 Personas y Mercancias Transportadas";20626;"Distancia del Reposacabezas.";No;231234;231235;231236;;231236;No;No;No;No;Si
68315;836419;Iveralso/6192.jpg;"Para evitar el riesgo de atropello a peatones, ¿qué debe hacer al salir de un garaje si para incorporarse a la circulación tiene que atravesar la acera?";9877;9,23;9375;9,31;"Aumentar la velocidad para quitarse de en medio lo antes posible.";"Moderar la velocidad por si hubiese peatones cruzando.";"Detener siempre el vehículo y avisar de su presencia tocando el claxon.";;"Moderar la velocidad por si hubiese peatones cruzando.";3196;"15 Velocidad";20504;"Casos en los que Moderar la Velocidad.";No;231240;231241;231242;;231241;No;Si;Si;No;No
68317;838652;Iveralso/6672.jpeg;"Los ocupantes de un vehículo, ¿pueden caminar por una autopista?";12309;16,58;11643;16,45;"Sólo de forma excepcional, como en caso de avería, aunque no podrán transitar por la calzada.";"No, en ningún caso.";"Sí, como norma general.";;"Sólo de forma excepcional, como en caso de avería, aunque no podrán transitar por la calzada.";3201;"05 Inmovilizaciones";20676;"Tipos de Detenciones.";No;231246;231247;231248;;231246;Si;Si;Si;No;No
68318;840392;Iveralso/6364.jpg;"Conforme a los datos de accidentalidad, la mayor parte de los conductores menores de 24 años fallecidos en accidente de tráfico...";11270;15,75;10663;15,61;"son mujeres.";"conducían una motocicleta.";"son varones.";;"son varones.";3205;"12 Primeros Auxilios";20576;"Épocas y Vias donde hay más Accidentes.";No;231249;231250;231251;;231251;No;Si;Si;No;No
68319;841048;Iveralso/5805.jpg;"En esta carretera, ¿qué indica la línea discontinua de la derecha?";13457;15,78;12762;15,55;"Está permitida la circulación por el arcén.";"Está permitido el estacionamiento en el arcén.";"Señala el borde de la calzada.";;"Señala el borde de la calzada.";3192;"03 Marcas Viales";20475;"Guias sonoras";No;231252;231253;231254;;231254;No;Si;Si;No;No
68322;841707;Iveralso/2103.jpg;"Al estacionar un vehículo en una vía urbana suficientemente iluminada, ¿qué alumbrado dejará encendido?";10608;21,29;10097;21,32;Ninguno.;"El alumbrado de posición.";"El alumbrado de posición o el de estacionamiento, si se trata de una travesía.";;Ninguno.;3204;"16 Luces";20575;"Luz de Posición, Cruce y Largo Alcance.";No;231261;231262;231263;;231261;Si;Si;Si;No;No
