source_id;pregunta;opcion_1;opcion_2;opcion_3;respuesta_correcta;tema;subtema;pct_fallo;depende_imagen;cobertura_rgc
67891;¿Qué le indica la señal?;Que está prohibido estacionar en la zona.;Que, por obras, está cortado un carril.;Que la calzada está totalmente cerrada al tráfico.;Que la calzada está totalmente cerrada al tráfico.;02 Señalizacion;Conos y Obras.;15.83;no;rgc
67894;Cuando se realiza una inmovilización para parar o estacionar deberá utilizarse el indicador de dirección...;del lado izquierdo.;del lado derecho.;correspondiente al lado en el que se pare o estacione.;correspondiente al lado en el que se pare o estacione.;04 Cambios de direccion, de sentido y marcha atrás;Intermitentes.;1.42;no;rgc
67896;Las señales azules, ¿qué indican?;Que la autopista se termina.;Que la autopista es de peaje.;Los carriles para ir a otras carreteras o poblaciones.;Los carriles para ir a otras carreteras o poblaciones.;08 Señales de Obligación e Indicación;Señales de Preseñalizacion 2;10.06;no;rgc
67898;La densidad del trafico en zona urbana produce frecuentes zonas de incertidumbre, por lo que el conductor de una motocicleta deberá:;Prever y anticiparse a los posibles comportamientos de los demás usuarios.;Advertir su presencia a los demás usuarios accionando la luz de carretera.;Aumentar la velocidad para salir cuanto antes de esta situación.;Prever y anticiparse a los posibles comportamientos de los demás usuarios.;19 Motocicleta;Accidentes de los Ciclistas.;12.98;no;mixto
67900;En vía urbana con varios carriles para cada sentido, ¿por cuál de ellos circulará como norma general?;Por el que más convenga a su destino, cuando los carriles estén delimitados por marcas longitudinales.;Por el que más convenga a su destino, estén o no delimitados los carriles.;Por el carril de la derecha, siempre.;Por el que más convenga a su destino, cuando los carriles estén delimitados por marcas longitudinales.;06 Uso de la via y Adelantamientos;Adelantamiento en Vías Urbanas.;26.48;no;rgc
67901;¿Cómo se puede evitar el atropello a peatones?;Haciéndoles exageradas y estridentes señales acústicas.;Extremando la precaución al aproximarse a un autobus parado.;Invitándoles con señas a que crucen la calzada.;Extremando la precaución al aproximarse a un autobus parado.;15 Velocidad;Casos en los que Moderar la Velocidad.;8.51;no;rgc
67903;En el semáforo está encendida la luz roja y la flecha verde. ¿Puede continuar de frente?;Sí, pero debo pasar por el carril izquierdo.;Sí.;No.;No.;02 Señalizacion;Semáforo Adicional.;7.28;no;rgc
67904;En vías interurbanas con tres carriles para el mismo sentido, ¿le está permitido circular por el carril izquierdo a un turismo con remolque?;Sí, cuando la longitud del conjunto no supere los 7 metros.;Sí, pero sólo para adelantar a otros vehículos.;No, en ningún caso;Sí, cuando la longitud del conjunto no supere los 7 metros.;06 Uso de la via y Adelantamientos;Normas Vehículos de + de 7 metros.;33.66;no;rgc
67906;Esta señal advierte de la proximidad de...;un paso para peatones elevado.;una calzada con pavimento en mal estado.;un cambio de rasante.;una calzada con pavimento en mal estado.;07 Señales de Peligro y Prohibición;escalon lateral;11.13;si;rgc
67908;Con un herido con parada respiratoria, ¿qué debe hacer?;Darle masaje.;Hacerle la respiración artificial.;Colocarle en posición de defensa.;Hacerle la respiración artificial.;12 Primeros Auxilios;Unidad de tráfico;11.83;no;fuera
67909;El lunes a las 9 de la mañana, a partir del lugar donde se encuentra situada esta señal...;está prohibido parar y estacionar.;se puede parar pero no estacionar.;sólo se puede estacionar para dejar un paquete.;se puede parar pero no estacionar.;07 Señales de Peligro y Prohibición;Señales de Prohibido Estacionar 4.;14.40;si;rgc
67911;Un agente de tráfico que circula delante muestra una bandera de color rojo, ¿qué está indicando?;Que la calzada queda de nuevo abierta al tráfico.;Que la calzada queda temporalmente cerrada al tráfico a todos los vehículos y usuarios.;La necesidad de extremar la precaución ante la proximidad de un peligro.;Que la calzada queda temporalmente cerrada al tráfico a todos los vehículos y usuarios.;02 Señalizacion;bandera roja;1.74;no;rgc
67912;¿Qué vehículos pueden circular por un carril habilitado en sentido contrario al habitual, por razones de fluidez?;Los turismos con o sin remolque.;Los autobuses.;Las motocicletas y los turismos sin remolque.;Las motocicletas y los turismos sin remolque.;09 Arcenes y Carriles Especiales;Sentido Contrario Fluidez.;7.67;no;rgc
67913;En general, las autovías y autopistas son...;menos seguras que las carreteras convencionales.;igual de seguras que las carreteras convencionales.;más seguras que las carreteras convencionales.;más seguras que las carreteras convencionales.;12 Primeros Auxilios;Épocas y Vias donde hay más Accidentes.;1.50;no;fuera
67916;La señal prohíbe circular a más de 40 km/h. ¿Hasta dónde está prohibido?;Hasta que encuentre una señal de fin de prohibido adelantar.;Hasta que finalice el tramo de curvas.;Hasta que finalice la línea longitudinal continua.;Hasta que finalice el tramo de curvas.;07 Señales de Peligro y Prohibición;Señales de Peligro y Peligro con Velocidad.;3.54;no;rgc
67917;Un permiso de conducción caducado, ¿autoriza a su titular a conducir?;No.;Sí, salvo que haya transcurrido más de un año.;Sí, porque aunque haya caducado tiene permiso.;No.;11 Permisos de Conducir;Tipos de Permisos de Conducción.;3.49;no;fuera
67919;Un vehículo lleva más carga que la Masa Máxima Autorizada (M.M.A.). ¿Está permitido circular así?;No, porque es peligroso.;Sí, cuando es un vehículo de transporte de mercancías.;Sí,  pero solamente cuando transporta equipaje y personas dentro de poblado.;No, porque es peligroso.;13 Personas y Mercancias Transportadas;La Carga en los Turismos.;10.15;no;mixto
67921;La maniobra de marcha atrás debe efectuarse...;con la máxima precaución.;advirtiéndolo previamente con la señal de emergencia.;lo más rápido posible.;con la máxima precaución.;04 Cambios de direccion, de sentido y marcha atrás;Camara trasera;8.67;no;rgc
67922;¿Cuándo debe tenerse más precaución con la lluvia?;Cuando caen las primeras gotas.;Después de haber llovido mucho.;Cuando ha llovido de manera continuada.;Cuando caen las primeras gotas.;18 Factores Humano, Vía, Vehículo;La Lluvia,  Aquaplaning y hojas en la calzada.;10.53;no;fuera
67923;Una de las infracciones de los conductores que implica más riesgo para los peatones es...;el exceso de velocidad en autopista.;estacionar en los pasos para peatones.;no utilizar los cinturones de seguridad.;estacionar en los pasos para peatones.;18 Factores Humano, Vía, Vehículo;Los Peatones.;1.72;no;fuera
67924;Al circular marcha atrás debe tener en cuenta que...;debe hacerlo con toda precaución, ya que pueden pasar personas por detrás del vehículo.;no debe recorrer más de 10 metros.;tiene prioridad sobre los peatones.;debe hacerlo con toda precaución, ya que pueden pasar personas por detrás del vehículo.;04 Cambios de direccion, de sentido y marcha atrás;Camara trasera;0.41;no;rgc
67925;Conduce su turismo en una autopista dentro de poblado, ¿qué carril utilizará normalmente?;El carril por el que haya menos vehículos.;El carril de la derecha, pudiendo utilizar el resto sólo para adelantar.;El de la derecha, pudiendo utilizar el resto cuando las circunstancias del tráfico lo aconsejen.;El de la derecha, pudiendo utilizar el resto cuando las circunstancias del tráfico lo aconsejen.;06 Uso de la via y Adelantamientos;Adelantamiento en autopistas urbanas;16.88;no;rgc
67927;Para ahorrar carburante, ¿cómo se debe ventilar el vehículo?;Abriendo solamente las ventanillas traseras.;Con las entradas de aire que hay en el salpicadero.;Abriendo todas las ventanillas.;Con las entradas de aire que hay en el salpicadero.;14 Mecánica;Ahorro de Combustible.;12.37;no;fuera
67928;El orden de prioridad entre los distintos tipos de las señales es...;agentes, semáforos y marcas viales.;agentes, marcas viales y semaforos.;semáforos, agentes y marcas viales.;agentes, semáforos y marcas viales.;02 Señalizacion;Prevalencia entre Señales en Contradicción.;12.74;no;rgc
67929;Si es necesario avisar a un ciclista con señales acústicas, ¿cómo debe hacerse?;A cierta distancia del ciclista, para evitar que se asuste.;Lo más cerca posible del ciclista, para asegurarnos que las escucha.;De ninguna manera, está prohibido avisar con señales acústicas al ciclista.;A cierta distancia del ciclista, para evitar que se asuste.;19 Motocicleta;carretera convencional - ciclista;17.16;no;mixto
67930;A la vista de la fotografía, el conductor del vehículo, ¿está obligado a detenerse siempre?;Sólo si se aproxima algún vehículo al que deba ceder el paso.;Sí, en todo caso.;Sólo si sigue de frente.;Sólo si se aproxima algún vehículo al que deba ceder el paso.;03 Marcas Viales;Lugar Detención sin Línea de Detención.;9.35;no;rgc
67932;Al incorporarse a una autopista, ¿puede pisar la zona de cebreado?;Sí, si ya he alcanzado en ese punto la velocidad adecuada para incorporarme a la circulación.;No, está prohibido.;Sí, para acortar la duración de la maniobra.;No, está prohibido.;03 Marcas Viales;Cebreados.;11.22;no;rgc
67933;¿Qué debe hacer al ver que el autobús pretende incorporase a la circulación?.;Continuar normalmente, porque no tienen prioridad.;Facilitar la maniobra del autobús, llegando a detenerse, si fuera preciso.;Adoptar precauciones, porque tienen absoluta prioridad de paso.;Facilitar la maniobra del autobús, llegando a detenerse, si fuera preciso.;10 Preferencias;Normas sobre Incorporación y Carril Aceleración.;0.57;no;rgc
67934;¿Es correcto el uso frecuente del freno de mano cuando se conduce?;Sí, se debe utilizar en curvas cerradas.;No, sólo se debe utilizar en los casos de inmovilización del  vehículo.;Sí, siempre que el vehículo tenga ABS.;No, sólo se debe utilizar en los casos de inmovilización del  vehículo.;14 Mecánica;Los Frenos.;3.28;no;fuera
67935;Como norma general, y muy especialmente en las curvas y cambios de rasante de reducida visibilidad, los vehículos circularán por...;la derecha y lo más cerca posible del centro de la calzada.;la derecha y lo más cerca posible del borde de la calzada.;el centro de la calzada, por ser más seguro.;la derecha y lo más cerca posible del borde de la calzada.;06 Uso de la via y Adelantamientos;Adelantamiento Prohibido Curvas sin Visibilidad.;13.28;no;rgc
67937;¿Es correcto este adelantamiento?;No, porque el turismo invade el carril contrario.;No, porque en una vía sin arcén está prohibido adelantar.;Sí, porque el turismo ocupa parte del sentido contrario y deja más 1,50 metros de separación con el ciclista.;Sí, porque el turismo ocupa parte del sentido contrario y deja más 1,50 metros de separación con el ciclista.;03 Marcas Viales;obstaculo y adelantamiento a bicis;1.89;no;rgc
67938;¿Está permitido entrar en una intersección si, previsiblemente, va a quedar detenido obstruyendo la circulación transversal?;Sí, siempre que disponga de prioridad de paso.;Sí, cuando el semáforo esté en verde.;No, aunque tenga prioridad de paso.;No, aunque tenga prioridad de paso.;03 Marcas Viales;cuadricula de marcas amarilla;1.42;no;rgc
67939;Antes de iniciar un adelantamiento, el conductor está obligado a comprobar que...;el vehículo que circule delante nos avise con señales acústicas de la posibilidad de hacerlo.;dispone de velocidad suficiente.;la calzada tiene más de un carril para su sentido.;dispone de velocidad suficiente.;06 Uso de la via y Adelantamientos;Comprobaciones Antes de Adelantar.;16.93;no;rgc
67941;Cuando el fondo de las señales de orientación es amarillo, indica que se circula por...;un tramo de vía especialmente peligroso.;una vía para automóviles.;un tramo de vía en obras.;un tramo de vía en obras.;07 Señales de Peligro y Prohibición;otros peligros;1.38;no;rgc
67946;En este cruce, ¿qué indican las flechas del carril izquierdo?;Me informan, no me obligan.;Me obligan a girar a la izquierda o continuar recto.;Me obligan a girar a la izquierda.;Me obligan a girar a la izquierda o continuar recto.;03 Marcas Viales;flechas seleccion;6.93;no;rgc
67947;¿Qué vehículos deben obedecer al semaforo situado a la izquierda?;Los que continuen de frente únicamente.;Los que giren a la izquierda.;Los que continuen de frente o giren a la izquierda.;Los que continuen de frente o giren a la izquierda.;02 Señalizacion;Semáforos Distintos a Derecha e Izquierda.;4.47;no;rgc
67948;Los accidentes causados por una distracción son más frecuentes en...;jóvenes entre 18-25 años y los mayores de 70 años.;noveles.;mayores de 65 años.;jóvenes entre 18-25 años y los mayores de 70 años.;18 Factores Humano, Vía, Vehículo;El Factor Humano en los Accidentes.;16.40;no;fuera
67949;¿Está permitido circular sobre las marcas viales del centro de la calzada?;Sí, porque son discontinuas.;Sí, porque es un tramo recto y hay seguridad.;No.;No.;03 Marcas Viales;Flecha fin de carril;10.84;no;rgc
67951;En esta intersección va a girar a la derecha, debe...;continuar la marcha, ya que el semáforo está después de la intersección.;detenerse antes de entrar en la intersección.;efectuar el giro siguiendo la norma general de prioridad de paso.;detenerse antes de entrar en la intersección.;02 Señalizacion;Semáforo Adicional.;13.45;no;rgc
67954;Al llegar a este paso a nivel se encuentra las barreras en movimiento, ¿qué debe hacer?;Si las barreras están subiendo, cruzar.;Cruzar antes de que las barreras bajen.;Detener el vehículo.;Detener el vehículo.;02 Señalizacion;Paso a Nivel y Puente Movil.;2.18;no;rgc
67955;En los camiones de menos de 3.500 kg. de M.M.A., ¿qué ocupantes están obligados a ponerse el cinturón de seguridad?;Ninguno;El conductor y los pasajeros de los asientos delanteros;El conductor solamente;El conductor y los pasajeros de los asientos delanteros;13 Personas y Mercancias Transportadas;Posición en el Asiento y Cinturón de Seguridad.;1.89;no;mixto
67956;No se tienen en cuenta, a efectos de la normal utilización, los carriles...;reversibles.;reservados a ciertas maniobras.;especiales.;reservados a ciertas maniobras.;06 Uso de la via y Adelantamientos;No se Cuentan a Efectos de Utilización.;44.35;no;rgc
67958;¿Se puede adelantar a los ciclistas?;No, ya que lo prohíbe la línea continua.;Sí, si se puede realizar sin peligro, aunque tenga que invadir el sentido contrario.;Sí, únicamente si lo hace sin invadir el sentido contrario.;Sí, si se puede realizar sin peligro, aunque tenga que invadir el sentido contrario.;03 Marcas Viales;obstaculo y adelantamiento a bicis;10.42;no;rgc
67959;En un paso a nivel o sus proximidades,  ¿está permitido adelantar?;Sí, cuando se adelante a vehículos de dos ruedas que no impidan la visibilidad lateral.;No, nunca.;Sí, siempre.;Sí, cuando se adelante a vehículos de dos ruedas que no impidan la visibilidad lateral.;06 Uso de la via y Adelantamientos;prohibido adelantar NG;32.40;no;rgc
67962;¿De qué peligro nos advierte esta señal?;Pavimento deslizante.;Escalón lateral.;Obstrucción en la calzada.;Obstrucción en la calzada.;07 Señales de Peligro y Prohibición;escalon lateral;15.12;si;rgc
67963;Cuando debido a una avería un turismo circula por una autopista a velocidad anormalmente reducida, ¿por dónde lo hará?;Por el arcén para no ser un obstáculo.;Por el carril derecho, siempre.;Por el carril derecho y, si perturba gravemente la circulación, debe circular por el arcén.;Por el carril derecho y, si perturba gravemente la circulación, debe circular por el arcén.;09 Arcenes y Carriles Especiales;Uso de los Arcenes.;14.91;no;rgc
67965;¿Cómo debe avisar la intención de girar a la derecha?;Como norma general con los indicadores de dirección y, cuando no sea posible, con el brazo.;Siempre con los indicadores de dirección, nunca con el brazo.;Con los indicadores de dirección o con el claxon.;Como norma general con los indicadores de dirección y, cuando no sea posible, con el brazo.;04 Cambios de direccion, de sentido y marcha atrás;Señales Hechas con el Brazo.;0.72;no;rgc
67966;Esta señal indica...;prioridad de paso de los vehículos que se acerquen por la derecha.;vía pública calificada de atención preferente.;calzada con prioridad de paso en las intersecciones.;calzada con prioridad de paso en las intersecciones.;10 Preferencias;Intersección con Tranvía y Calzada preferente.;15.21;si;rgc
67967;¿Cuándo es obligatorio utilizar la luz de emergencia?;Cuando se reduzca la velocidad en carretera.;Cuando se inmovilice el vehículo por emergencia dentro de la vía.;Cuando se estacione el vehículo en doble fila.;Cuando se inmovilice el vehículo por emergencia dentro de la vía.;05 Inmovilizaciones;Luz de Emergencia.;2.78;no;rgc
67968;¿Se pueden evitar los accidentes de tráfico?;No, se deben al azar.;Solo si se mejora el estado de las vías.;Sí, en general son sucesos predecibles.;Sí, en general son sucesos predecibles.;12 Primeros Auxilios;Épocas y Vias donde hay más Accidentes.;0.74;no;fuera
67969;Esta señal significa intervalo...;aconsejado de velocidades, siempre que las condiciones sean favorables.;aconsejado de velocidades, aunque las condiciones sean desfavorables.;obligatorio de velocidades, siempre que las condiciones sean favorables.;aconsejado de velocidades, siempre que las condiciones sean favorables.;08 Señales de Obligación e Indicación;indicacion intervalo velocidad;16.55;si;rgc
67970;En vías urbanas de doble sentido de circulación, ¿en qué lado de la calzada podrá estacionar su turismo, si no existe señalización que lo prohíba?;En ambos lados, pero sólo cuando no obstaculice la circulación.;En el lado derecho en el sentido de mi marcha.;En ambos lados, en todo caso.;En el lado derecho en el sentido de mi marcha.;05 Inmovilizaciones;Parada y Estacionamiento en Doble Sentido.;13.33;no;rgc
67971;Este vehículo tiene las luces blancas encendidas, ¿qué indican?;Que va a girar a la izquierda.;Que tiene puesta la marcha atrás.;Que va a empezar a circular.;Que tiene puesta la marcha atrás.;04 Cambios de direccion, de sentido y marcha atrás;Camara trasera;5.80;no;rgc
67973;¿Está permitido circular sobre una marca longitudinal discontinua si circula por una calzada con carriles de menos de 3 metros de anchura?;No, nunca.;Sí, siempre.;Sí, siempre que sea necesario y la seguridad de la circulación lo permita.;Sí, siempre que sea necesario y la seguridad de la circulación lo permita.;03 Marcas Viales;Flecha fin de carril;15.54;no;rgc
67974;Si por una emergencia queda inmovilizado en un túnel, deberá...;apagar el motor, conectar la señal de emergencia y mantener encendidas las luces de posición.;apagar todas las luces si el túnel está iluminado y solicitar auxilio a través del teléfono móvil.;dejar el vehículo cerrado y salir del túnel cuanto antes.;apagar el motor, conectar la señal de emergencia y mantener encendidas las luces de posición.;05 Inmovilizaciones;Incendio en túnel;9.62;no;rgc
67975;¿ Puede realizar un cambio de sentido en un lugar donde esté prohibido adelantar ?;Sí, cuando la circulación en sentido contrario lo permita.;No, salvo que el cambio de sentido esté expresamente autorizado.;Sí, excepto entre la puesta y la salida de sol, porque disminuye la visibilidad.;No, salvo que el cambio de sentido esté expresamente autorizado.;04 Cambios de direccion, de sentido y marcha atrás;Lugares Prohibidos para Cambiar el Sentido.;15.18;no;rgc
67976;El autobús circula despacio. ¿Puede adelantarlo teniendo en cuenta la señalización?.;No, porque está prohibido atravesar la línea longitudinal contínua.;Sí, porque no vienen vehículos en sentido contrario.;Sí, pero sólo cuando el conductor del autobús me indica que puedo hacerlo.;No, porque está prohibido atravesar la línea longitudinal contínua.;03 Marcas Viales;obstaculo y adelantamiento a bicis;16.05;no;rgc
67977;En esta autovía hay mucha niebla. ¿Se puede circular a menos de 60 Km/h?;Sí, porque con la niebla se debe moderar la velocidad.;No, porque es una vía para circulación rápida.;No, en autovía nunca se debe circular a menos de la velocidad mínima permitida.;Sí, porque con la niebla se debe moderar la velocidad.;15 Velocidad;Casos en los que Moderar la Velocidad.;12.91;no;rgc
67979;Si en una primera prueba de alcoholemia no supera los límites máximos permitidos, los agentes...;realizarán una segunda prueba, si presenta síntomas de estar bajo la influencia de bebidas alcohólicas.;no le pueden impedir continuar su marcha, en ningún caso.;le pueden imponer una sanción, si presenta síntomas de haber consumido alcohol.;realizarán una segunda prueba, si presenta síntomas de estar bajo la influencia de bebidas alcohólicas.;17 Tiempo y Distancia de Reacción y Factores Que Intervienen;Tasas de Alcoholemia.;9.91;no;fuera
67981;Con el permiso B, ¿puede conducir una motocicleta de más de 125 centímetros cúbicos?;Sí.;No, es necesario obtener el permiso de la clase A.;Solo si tiene una antigüedad superior a 3 años.;No, es necesario obtener el permiso de la clase A.;11 Permisos de Conducir;Tipos de Permisos de Conducción.;32.34;no;fuera
67983;Si tiene un accidente y no lleva puesto el cinturón de seguridad, las posibilidades de resultar muerto en el siniestro son casi el doble en….;las plazas delanteras, únicamente.;la plaza del conductor, únicamente.;todas las plazas del vehículo.;todas las plazas del vehículo.;13 Personas y Mercancias Transportadas;Posición en el Asiento y Cinturón de Seguridad.;9.97;no;mixto
67984;Muchos atropellos a peatones se producen...;en autopistas.;cuando los vehículos circulan marcha atrás.;durante la noche.;cuando los vehículos circulan marcha atrás.;04 Cambios de direccion, de sentido y marcha atrás;Normas para la Maniobra de Marcha Atrás.;6.71;no;rgc
67985;Si debido a un pinchazo usted se ve obligado a circular con una rueda de uso temporal, ¿qué deberá tener en cuenta?.;Que no se debe circular a más de 50 kilómetros por hora.;Que no se debe circular más de 80 kilómetros con ella.;Que se aconseja no circular a más de 80 kilómetros por hora.;Que se aconseja no circular a más de 80 kilómetros por hora.;14 Mecánica;Los Neumáticos.;26.89;no;fuera
67986;¿Qué indica esta señal?;Peligro por la proximidad de una intersección aislada o un tramo con la circulación regulada por semáforos.;Peligro por la proximidad de una intersección que no está regulada por semáforos.;Peligro por la proximidad de un semáforo en rojo.;Peligro por la proximidad de una intersección aislada o un tramo con la circulación regulada por semáforos.;07 Señales de Peligro y Prohibición;escalon lateral;11.07;si;rgc
67990;En esta curva, ¿cómo debe circular?;Entro en la curva y después reduzco la velocidad.;Aumento la velocidad antes de entrar en la curva.;Adapto la velocidad antes de entrar en la curva.;Adapto la velocidad antes de entrar en la curva.;18 Factores Humano, Vía, Vehículo;Como Tomar una Curva.;1.24;no;fuera
67997;Se ve obligado a trasladar en su turismo a un herido. ¿Debe respetar las normas de circulación?;Sí, pero sólo las que regulan las intersecciones.;No, sólo debe respetar las señales de los agentes.;Sí, y asegurarse de que no pone en peligro a otros usuarios.;Sí, y asegurarse de que no pone en peligro a otros usuarios.;12 Primeros Auxilios;Primeros Auxilios y Traslado al Hospital.;1.19;no;fuera
68000;Estas señales, sobre autopista o autovía, indican salida inmediata hacia...;la población indicada.;una autopista o autovía.;una carretera convencional.;una autopista o autovía.;08 Señales de Obligación e Indicación;Señales de Preseñalizacion 2;19.63;no;rgc
68002;¿Cuál es la función del alumbrado como elemento de seguridad activa?;Deslumbrar con facilidad.;Permitir ver y ser vistos.;Indicar una situación de emergencia.;Permitir ver y ser vistos.;14 Mecánica;Sistemas de Seguridad Ac/Pa;0.89;no;fuera
68005;Para evitar los accidentes, es importante...;reducir la velocidad en las zonas con radares.;conducir con la máxima seguridad en todo momento.;llevar incorporado al vehículo un GPS.;conducir con la máxima seguridad en todo momento.;18 Factores Humano, Vía, Vehículo;El Factor Humano en los Accidentes.;4.12;no;fuera
68006;¿Por dónde debe pasar la cinta torácica del cinturón de seguridad?;Por la pelvis.;Sobre la clavícula y por el centro del pecho.;Por el hombro.;Sobre la clavícula y por el centro del pecho.;13 Personas y Mercancias Transportadas;Posición en el Asiento y Cinturón de Seguridad.;9.93;no;mixto
68007;En el semáforo se enciende la luz amarilla fija. ¿Qué debe hacer?;Pasar antes de que se encienda la luz roja.;Detenerme antes del semáforo, cuando pueda hacerlo sin peligro.;Ceder el paso y después pasar yo.;Detenerme antes del semáforo, cuando pueda hacerlo sin peligro.;02 Señalizacion;Semáforo intermitente con señal de STOP;9.78;no;rgc
68009;Las luces adaptativas...;mejoran la visibilidad en determinadas situaciones, como una curva o una intersección.;emiten más luz que las luces convencionales.;adaptan su luminosidad a la visibilidad existente.;mejoran la visibilidad en determinadas situaciones, como una curva o una intersección.;16 Luces;Luces adaptativas;16.56;no;rgc
68010;El conductor de un cuadriciclo ligero que dispone de cinturón de seguridad está obligado a utilizarlo...;sólo en vías interurbanas.;tanto en vías urbanas e interurbanas.;sólo en vías urbanas.;tanto en vías urbanas e interurbanas.;13 Personas y Mercancias Transportadas;Posición en el Asiento y Cinturón de Seguridad.;1.49;no;mixto
68014;La señal de STOP, ¿obliga siempre a detenerse?;Sí, siempre.;Sí, salvo que un agente de tráfico o un semáforo indiquen lo contrario.;Sí, salvo que no exista línea de detención.;Sí, salvo que un agente de tráfico o un semáforo indiquen lo contrario.;03 Marcas Viales;Línea de Detención Continua.;15.26;no;rgc
68015;Circula a 70 km/h, ¿por qué carril es obligatorio circular?;Por el del centro.;Por el que mejor convenga a mi destino.;Por el de la derecha.;Por el de la derecha.;08 Señales de Obligación e Indicación;velocidad en carriles;16.96;no;rgc
68016;¿Debe facilitar la incorporación a la circulación de otros vehículos?;Sí, sobre todo a los vehículos de transporte colectivo de viajeros cuando salgan de una parada señalizada.;No.;Sí, pero sólo dentro de poblado.;Sí, sobre todo a los vehículos de transporte colectivo de viajeros cuando salgan de una parada señalizada.;10 Preferencias;Normas sobre Incorporación y Carril Aceleración.;2.55;no;rgc
68018;El accidente de motocicleta más frecuente es...;la colisión frontal o frontolateral con otro vehículo.;la colisión por alcance de vehículos que van a más velocidad.;la colisión frontal con otras motocicletas.;la colisión frontal o frontolateral con otro vehículo.;19 Motocicleta;carretera convencional - ciclista;6.78;no;mixto
68019;¿  Qué debe comprobar en un mantenimiento preventivo  ?;La profundidad de la banda de rodadura, únicamente.;El estado de neumáticos, frenos y alumbrado.;Solo el nivel de aceite y del líquido de frenos.;El estado de neumáticos, frenos y alumbrado.;14 Mecánica;Dirección, Amortiguación y Revisiones.;0.72;no;fuera
68020;En calzadas con doble sentido de circulación, y dos carriles, sin delimitar por marcas viales. ¿Por dónde se debe de circular?;Por el centro de la calzada.;Por el carril derecho.;Por cualquiera de los dos carriles si no vienen vehículos en sentido contrario.;Por el carril derecho.;01 Definiciones;Partes de la Vía y Calzadas a Utilizar;0;no;rgc
68022;¿Es peligroso que las personas que viajan en los asientos traseros no utilicen los cinturones de seguridad?;Sí, porque los airbags pierden su efecto protector.;Sí, entre otras razones porque en caso de choque son un peligro adicional para el conductor y el acompañante.;No, porque a baja velocidad los respaldos de los asientos delanteros protegen suficientemente contra lesiones.;Sí, entre otras razones porque en caso de choque son un peligro adicional para el conductor y el acompañante.;13 Personas y Mercancias Transportadas;Posición en el Asiento y Cinturón de Seguridad.;13.29;no;mixto
68023;Todo conductor de un vehículo que circule detrás de otro está obligado a dejar entre ambos, como mínimo...;una distancia de 50 metros.;un espacio libre que le permita detenerse, en caso de frenado brusco, sin colisionar con él.;una distancia que permita a los vehículos que le sigan adelantarlo con seguridad.;un espacio libre que le permita detenerse, en caso de frenado brusco, sin colisionar con él.;18 Factores Humano, Vía, Vehículo;Distancias de Seguridad.;16.83;no;fuera
68025;¿Está permitido adelantar a un vehículo que ya está adelantando a otro si para efectuar la maniobra hay que circular por el carril reservado al sentido contrario?;Sí, siempre que uno de los vehículos adelantados sea de dos ruedas.;No, está prohibido.;Sólo si se puede dejar una distancia lateral superior a 1,5 metros.;No, está prohibido.;06 Uso de la via y Adelantamientos;Adelantamiento en Vías de Doble Sentido.;16.26;no;rgc
68027;¿Cuándo debe desactivar el airbag frontal de un asiento?;Cuando en ese asiento instale un dispositivo de retención para niños orientado hacia atrás.;Cuando en ese asiento viaje una mujer embarazada.;En ningún caso.;Cuando en ese asiento instale un dispositivo de retención para niños orientado hacia atrás.;13 Personas y Mercancias Transportadas;Airbag moto;1.29;no;mixto
68029;En una curva de reducida visibilidad, se debe...;frenar en toda la curva.;circular lo más cerca posible del borde derecho de la calzada.;pisar el embrague en toda la curva.;circular lo más cerca posible del borde derecho de la calzada.;06 Uso de la via y Adelantamientos;Adelantamiento Prohibido Curvas sin Visibilidad.;2.24;no;rgc
68031;Las alteraciones del sueño, ¿pueden afectar al estado del conductor?.;No.;Sí, pueden provocar estados de nerviosismo y agresividad.;Sí, incrementan los niveles de atención.;Sí, pueden provocar estados de nerviosismo y agresividad.;17 Tiempo y Distancia de Reacción y Factores Que Intervienen;La Fatiga.;11.80;no;fuera
68034;A la vista de las señales...;no hay que obedecer ninguna, al estar colocadas de forma antirreglamentaria.;puedo estacionar, pero no parar.;no puedo estacionar ni parar.;no puedo estacionar ni parar.;02 Señalizacion;senales del mismo tipo;1.41;no;rgc
68035;Al adelantar a un turismo, ¿qué separación lateral debe respetar?;Una distancia de 1,5 metros como mínimo.;Una distancia proporcional a la anchura del turismo.;Una distancia proporcional a la velocidad y al tipo de calzada.;Una distancia proporcional a la velocidad y al tipo de calzada.;06 Uso de la via y Adelantamientos;Adelantamiento sentido único ciclo y ciclomotores;28.16;no;rgc
68036;En carretera desea adelantar a otro vehículo. ¿Cómo puede avisarle?;Con el intermitente únicamente.;Con las luces en ráfaga o con señales acústicas.;Con las señales acústicas únicamente.;Con las luces en ráfaga o con señales acústicas.;06 Uso de la via y Adelantamientos;Uso de Ráfagas y Claxon.;22.28;no;rgc
68037;Un semáforo cuadrado o de carril afecta...;a los vehículos que circulan por la calzada sobre la que está situado.;sólo a los turismos que circulan por el carril sobre el que está situado.;a los vehículos que circulan por el carril sobre el que está situado.;a los vehículos que circulan por el carril sobre el que está situado.;09 Arcenes y Carriles Especiales;Semáforos de Carril.;14.94;no;rgc
